,original_title,release_year,budget,revenue,profit
8253,Wayne's World,1992,20000000,121697323,101697323
8255,Basic Instinct,1992,49000000,352927224,303927224
8257,Glengarry Glen Ross,1992,12500000,10725228,-1774772
8258,Honey I Blew Up the Kid,1992,40000000,58662452,18662452
8260,Bad Lieutenant,1992,1000000,2019469,1019469
8261,Unforgiven,1992,14000000,159157447,145157447
8262,Sister Act,1992,31000000,231605150,200605150
8264,1492: Conquest of Paradise,1992,47000000,7191399,-39808601
8265,Pet Sematary II,1992,8000000,17092453,9092453
8266,Scent of a Woman,1992,31000000,134095253,103095253
8267,Passenger 57,1992,15000000,44065653,29065653
8269,Fortress,1992,8000000,6739141,-1260859
8271,The Bodyguard,1992,25000000,411006740,386006740
8277,Patriot Games,1992,45000000,178051587,133051587
8278,The Mighty Ducks,1992,10000000,50752337,40752337
8279,Twin Peaks: Fire Walk with Me,1992,10000000,4160851,-5839149
8280,The Player,1992,8000000,21706101,13706101
8281,Hellraiser III: Hell on Earth,1992,5000000,12534961,7534961
8282,Malcolm X,1992,34000000,48169908,14169908
8287,The Last of the Mohicans,1992,40000000,75505856,35505856
8289,The Hand that Rocks the Cradle,1992,11700000,88036683,76336683
8290,Bitter Moon,1992,5000000,1862805,-3137195
8294,City of Joy,1992,27000000,14683921,-12316079
8299,A League of Their Own,1992,40000000,107458785,67458785
8302,My Cousin Vinny,1992,11000000,64088552,53088552
8304,The Crying Game,1992,3705538,62548947,58843409
8306,Boomerang,1992,40000000,70100000,30100000
8307,The Lawnmower Man,1992,10000000,32101000,22101000
8308,Candyman,1992,6000000,25792310,19792310
8313,Unlawful Entry,1992,23000000,57138719,34138719
8314,Captain Ron,1992,24000000,22518097,-1481903
8315,Memoirs of an Invisible Man,1992,40000000,14358033,-25641967
8318,Rapid Fire,1992,10000000,14356479,4356479
8323,Far and Away,1992,60000000,137783840,77783840
8324,Radio Flyer,1992,35000000,4651977,-30348023
8325,Juice,1992,5000000,20146880,15146880
8327,Seong lung wui,1992,10000000,8359717,-1640283
8330,Single White Female,1992,16000000,48017402,32017402
8342,Jennifer Eight,1992,20000000,11390479,-8609521
8350,Diggstown,1992,17000000,4836637,-12163363
8352,Raising Cain,1992,12000000,37170057,25170057
8367,Strictly Ballroom,1992,3000000,33946224,30946224
8375,Raiders of the Lost Ark,1981,18000000,389925971,371925971
8376,Private Lessons,1981,2800000,26279000,23479000
8377,For Your Eyes Only,1981,28000000,195312802,167312802
8378,The Fox and the Hound,1981,12000000,29800000,17800000
8379,Mad Max 2,1981,2000000,24600832,22600832
8380,History of the World: Part I,1981,11000000,31672907,20672907
8381,An American Werewolf in London,1981,10000000,31973249,21973249
8384,Escape from New York,1981,6000000,50000000,44000000
8387,Chariots of Fire,1981,5500000,58972904,53472904
8388,Friday the 13th Part 2,1981,1250000,21722776,20472776
8391,Halloween II,1981,2500000,25533818,23033818
8393,Arthur,1981,7000000,95461682,88461682
8396,Porky's,1981,4000000,125728258,121728258
8397,Reds,1981,32000000,40382659,8382659
8398,The Cannonball Run,1981,18000000,72179579,54179579
8399,Absence of Malice,1981,12000000,40716963,28716963
8400,Time Bandits,1981,5000000,42365581,37365581
8401,Scanners,1981,4100000,14225876,10125876
8405,Stripes,1981,10000000,85300000,75300000
8406,Outland,1981,16000000,17374595,1374595
8410,Blow Out,1981,18000000,12000000,-6000000
8415,Dragonslayer,1981,18000000,6000000,-12000000
8418,The Howling,1981,1000000,17985893,16985893
8419,Nighthawks,1981,5000000,19905359,14905359
8421,Taps,1981,14000000,35856053,21856053
8425,Clash of the Titans,1981,15000000,41092328,26092328
8444,Neighbors,1981,8500000,29916207,21416207
8457,Independence Day,1996,75000000,816969268,741969268
8458,Mission: Impossible,1996,80000000,457696359,377696359
8459,Trainspotting,1996,4000000,16491080,12491080
8460,Fargo,1996,7000000,60611975,53611975
8461,The Rock,1996,75000000,335062621,260062621
8462,Mars Attacks!,1996,70000000,101371017,31371017
8463,Romeo + Juliet,1996,14500000,147298761,132798761
8464,The Hunchback of Notre Dame,1996,100000000,100138851,138851
8466,Space Jam,1996,80000000,230000000,150000000
8467,Eraser,1996,100000000,242295562,142295562
8468,101 Dalmatians,1996,54000000,320689294,266689294
8469,Phenomenon,1996,32000000,152036382,120036382
8470,From Dusk Till Dawn,1996,19000000,25836616,6836616
8471,A Time to Kill,1996,40000000,152266007,112266007
8472,Star Trek: First Contact,1996,46000000,150000000,104000000
8473,Happy Gilmore,1996,12000000,41205099,29205099
8474,Jingle All the Way,1996,60000000,129832389,69832389
8475,Scream,1996,14000000,173046663,159046663
8476,The Long Kiss Goodnight,1996,65000000,89456761,24456761
8477,Jerry Maguire,1996,50000000,273552592,223552592
8478,Matilda,1996,36000000,33459416,-2540584
8479,DragonHeart,1996,57000000,115267375,58267375
8480,The Nutty Professor,1996,54000000,128769345,74769345
8481,Daylight,1996,80000000,159212469,79212469
8482,The Quest,1996,30000000,57400547,27400547
8483,Chain Reaction,1996,50000000,60209334,10209334
8484,The English Patient,1996,27000000,231976425,204976425
8485,Executive Decision,1996,55000000,121969216,66969216
8486,Twister,1996,92000000,494471524,402471524
8487,Ransom,1996,80000000,309492681,229492681
8489,The Cable Guy,1996,47000000,102825796,55825796
8490,Sleepers,1996,44000000,165615285,121615285
8491,The Frighteners,1996,30000000,29359216,-640784
8492,Broken Arrow,1996,50000000,150270147,100270147
8494,Escape from L.A.,1996,50000000,42277365,-7722635
8495,The People vs. Larry Flynt,1996,36000000,20300385,-15699615
8496,The Arrival,1996,25000000,14048372,-10951628
8497,Bound,1996,4500000,7011317,2511317
8499,Striptease,1996,50000000,113309743,63309743
8500,The Fan,1996,55000000,18626419,-36373581
8501,Jack,1996,45000000,58620973,13620973
8502,Primal Fear,1996,30000000,102616183,72616183
8504,Courage Under Fire,1996,46000000,100860818,54860818
8510,Set  It Off,1996,9000000,41590886,32590886
8512,The Craft,1996,15000000,24769466,9769466
8515,Hellraiser: Bloodline,1996,4000000,16675000,12675000
8517,Kingpin,1996,27000000,25023434,-1976566
8518,The Preacher's Wife,1996,40000000,48093211,8093211
8521,Bulletproof,1996,25000000,22611954,-2388046
8524,Evita,1996,55000000,141047179,86047179
8528,Flirting with Disaster,1996,7000000,14702438,7702438
8532,Basquiat,1996,2962051,3011195,49144
8535,Last Man Standing,1996,67000000,47267001,-19732999
8536,Maximum Risk,1996,25000000,51702483,26702483
8537,Fled,1996,25000000,17193231,-7806769
8540,She's the One,1996,3500000,9482579,5982579
8544,The Crow: City of Angels,1996,13000000,17917287,4917287
8547,Bottle Rocket,1996,7000000,560069,-6439931
8548,James and the Giant Peach,1996,38000000,28921264,-9078736
8550,Emma,1996,6000000,22231658,16231658
8552,Tin Cup,1996,45000000,53854588,8854588
8554,The First Wives Club,1996,26000000,116400000,90400000
8556,Kama Sutra - A Tale of Love,1996,3000000,4109095,1109095
8557,Sling Blade,1996,1000000,24475416,23475416
8558,Secrets & Lies,1996,4500000,13417292,8917292
8563,Mary Reilly,1996,47000000,12379402,-34620598
8565,The Ghost and the Darkness,1996,50000000,75000000,25000000
8575,Lone Star,1996,5000000,13269963,8269963
8576,Flipper,1996,25530000,20080020,-5449980
8586,The Chamber,1996,50000000,22540359,-27459641
8587,White Squall,1996,38000000,10300000,-27700000
8593,The Phantom,1996,45000000,17300889,-27699111
8598,Extreme Measures,1996,38000000,17380126,-20619874
8602,Michael Collins,1996,28000000,16900000,-11100000
8615,Doctor Who,1996,5000000,42000000,37000000
8621,Ridicule,1996,3000000,2503829,-496171
8622,The Island of Dr. Moreau,1996,40000000,49627779,9627779
8652,Joe's Apartment,1996,13000000,4619014,-8380986
8653,Bad Moon,1996,7000000,1100000,-5900000
8654,Mrs. Winterbourne,1996,25000000,10070000,-14930000
8661,Gladiator,2000,103000000,457640427,354640427
8662,Memento,2000,9000000,39723096,30723096
8663,How the Grinch Stole Christmas,2000,123000000,345141403,222141403
8664,Cast Away,2000,90000000,429632142,339632142
8665,Snatch,2000,10000000,83557872,73557872
8666,Mission: Impossible II,2000,125000000,546388105,421388105
8667,Bedazzled,2000,48000000,90383208,42383208
8668,Scary Movie,2000,19000000,278019771,259019771
8669,The Emperor's New Groove,2000,100000000,169327687,69327687
8670,What Women Want,2000,70000000,374111707,304111707
8671,Dinosaur,2000,127500000,354248063,226748063
8672,Charlie's Angels,2000,92000000,264105545,172105545
8673,Chicken Run,2000,45000000,224834564,179834564
8674,The Patriot,2000,110000000,215294342,105294342
8675,Final Destination,2000,23000000,53302314,30302314
8676,Coyote Ugly,2000,45000000,113916474,68916474
8677,Romeo Must Die,2000,25000000,91036760,66036760
8678,U-571,2000,62000000,127666415,65666415
8679,Billy Elliot,2000,5000000,110000000,105000000
8680,Gone In Sixty Seconds,2000,90000000,237202299,147202299
8681,Erin Brockovich,2000,52000000,256271286,204271286
8682,Meet the Parents,2000,55000000,330444045,275444045
8683,"O Brother, Where Art Thou?",2000,26000000,71000000,45000000
8684,Pitch Black,2000,23000000,53187659,30187659
8685,Boiler Room,2000,26000000,28780255,2780255
8686,The Road to El Dorado,2000,95000000,76432727,-18567273
8687,Miss Congeniality,2000,45000000,212000000,167000000
8688,Frequency,2000,31000000,68106245,37106245
8689,Requiem for a Dream,2000,4500000,7390108,2890108
8690,Pay It Forward,2000,40000000,55707411,15707411
8692,Hollow Man,2000,95000000,190213455,95213455
8693,Big Momma's House,2000,30000000,173959438,143959438
8694,American Psycho,2000,7000000,34266564,27266564
8695,Dancer in the Dark,2000,12800000,40031879,27231879
8696,Road Trip,2000,16000000,119754278,103754278
8697,Remember the Titans,2000,30000000,136706683,106706683
8698,The Gift,2000,10000000,12008642,2008642
8699,The Legend of Bagger Vance,2000,80000000,39459427,-40540573
8700,Traffic,2000,48000000,207515725,159515725
8701,"Dude, Whereâ€™s My Car?",2000,13000000,73180723,60180723
8702,The Family Man,2000,60000000,124745083,64745083
8704,The 6th Day,2000,82000000,96085477,14085477
8705,The Skulls,2000,15000000,35007180,20007180
8707,"Me, Myself & Irene",2000,51000000,149270999,98270999
8708,Shanghai Noon,2000,55000000,56932305,1932305
8709,Unbreakable,2000,75000000,248118121,173118121
8710,Space Cowboys,2000,65000000,128884132,63884132
8711,The Whole Nine Yards,2000,41300000,106371651,65071651
8712,Almost Famous,2000,60000000,47383689,-12616311
8713,Bring It On,2000,28000000,90449929,62449929
8714,Chocolat,2000,25000000,152500343,127500343
8715,High Fidelity,2000,30000000,47126295,17126295
8716,Red Planet,2000,80000000,33463969,-46536031
8717,Mission to Mars,2000,90000000,60874615,-29125385
8718,The Cell,2000,33000000,104155843,71155843
8719,Shaft,2000,46000000,107196498,61196498
8721,Get Carter,2000,63600000,19412993,-44187007
8724,The Flintstones in Viva Rock Vegas,2000,83000000,59468275,-23531725
8726,Thirteen Days,2000,80000000,34566746,-45433254
8727,The Beach,2000,40000000,144056873,104056873
8730,The Perfect Storm,2000,120000000,325756637,205756637
8734,Titan A.E.,2000,75000000,36754634,-38245366
8736,Scream 3,2000,40000000,161834276,121834276
8738,Vertical Limit,2000,75000000,215663859,140663859
8739,Reindeer Games,2000,42000000,32168970,-9831030
8743,The Tigger Movie,2000,30000000,45554533,15554533
8744,Next Friday,2000,11000000,59827328,48827328
8745,Dracula 2000,2000,28000000,33000337,5000337
8749,Urban Legends: Final Cut,2000,14000000,38574362,24574362
8750,Men of Honor,2000,32000000,48814909,16814909
8751,What Lies Beneath,2000,100000000,155464351,55464351
8752,Rules of Engagement,2000,60000000,71000000,11000000
8753,Finding Forrester,2000,43000000,80049764,37049764
8757,Boys and Girls,2000,16000000,20627372,4627372
8759,102 Dalmatians,2000,85000000,183611771,98611771
8760,Nutty Professor II: The Klumps,2000,84000000,123307945,39307945
8762,Keeping the Faith,2000,30000000,37036004,7036004
8765,Supernova,2000,90000000,14828081,-75171919
8769,Bounce,2000,35000000,36779296,1779296
8775,The Art of War,2000,40000000,30199105,-9800895
8776,Whatever It Takes,2000,15000000,9902115,-5097885
8778,The Kid,2000,65000000,69700000,4700000
8781,Highlander: Endgame,2000,25000000,15843608,-9156392
8782,Love & Basketball,2000,20000000,27728118,7728118
8788,Gossip,2000,14000000,5108820,-8891180
8789,Quills,2000,13500000,7060876,-6439124
8791,The Next Best Thing,2000,25000000,24362772,-637228
8793,Dungeons & Dragons,2000,35000000,15185241,-19814759
8795,The Ladies Man,2000,24000000,13700000,-10300000
8797,Hamlet,2000,2000000,1568749,-431251
8799,Ready to Rumble,2000,24000000,12372410,-11627590
8801,Center Stage,2000,18000000,17200925,-799075
8804,Return to Me,2000,24000000,36609995,12609995
8808,Saving Grace,2000,10000000,26330482,16330482
8809,The Broken Hearts Club: A Romantic Comedy,2000,1000000,1744858,744858
8815,Drowning Mona,2000,16000000,15427192,-572808
8817,Gun Shy,2000,10000000,1631839,-8368161
8826,X-Men,2000,75000000,157299717,82299717
8860,The Little Vampire,2000,22000000,13555988,-8444012
8862,Shadow of the Vampire,2000,8000000,8279017,279017
8866,The Adventures of Rocky & Bullwinkle,2000,76000000,35134820,-40865180
8868,The Big Kahuna,2000,7000000,3728888,-3271112
8881,Hanging Up,2000,40000000,36037909,-3962091
8883,The In Crowd,2000,15000000,5217498,-9782502
8888,Blade Runner,1982,28000000,32768670,4768670
8889,E.T. the Extra-Terrestrial,1982,10500000,792910554,782410554
8890,The Thing,1982,10000000,13782838,3782838
8891,First Blood,1982,15000000,125212904,110212904
8893,Tron,1982,17000000,33000000,16000000
8894,Rocky III,1982,17000000,124000000,107000000
8895,Poltergeist,1982,10700000,122200000,111500000
8896,Conan the Barbarian,1982,20000000,68851475,48851475
8897,48 Hrs.,1982,1000000,78868508,77868508
8898,Star Trek II: The Wrath of Khan,1982,12000000,96800000,84800000
8899,Fast Times at Ridgemont High,1982,4500000,27092880,22592880
8901,The Dark Crystal,1982,15000000,40577001,25577001
8903,Gandhi,1982,22000000,77737889,55737889
8904,Tootsie,1982,21000000,177200000,156200000
8911,The Secret of NIMH,1982,7000000,14665733,7665733
8916,Sophie's Choice,1982,12000000,30036000,18036000
8918,Grease 2,1982,13200000,15171476,1971476
8919,Creepshow,1982,8000000,21028755,13028755
8920,Annie,1982,50000000,57059003,7059003
8928,The Year of Living Dangerously,1982,6000000,10278575,4278575
8930,Friday the 13th Part III,1982,4000000,36690067,32690067
8932,Halloween III: Season of the Witch,1982,2500000,14400000,11900000
8933,The Verdict,1982,16000000,53977250,37977250
8936,Firefox,1982,18000000,70687344,52687344
8950,The Man from Snowy River,1982,3500000,20659423,17159423
8969,The Truman Show,1998,60000000,264118201,204118201
8970,Armageddon,1998,140000000,553799566,413799566
8971,Mulan,1998,90000000,304320254,214320254
8972,Blade,1998,45000000,131183530,86183530
8973,The Big Lebowski,1998,15000000,27739163,12739163
8974,Saving Private Ryan,1998,70000000,481840909,411840909
8976,Rush Hour,1998,33000000,244386864,211386864
8977,A Bug's Life,1998,120000000,363398565,243398565
8978,The Prince of Egypt,1998,70000000,218613188,148613188
8979,Antz,1998,60000000,171757863,111757863
8981,Ronin,1998,55000000,41610884,-13389116
8982,Dark City,1998,27000000,27200316,200316
8984,Wild Things,1998,20000000,67200000,47200000
8985,There's Something About Mary,1998,23000000,369884651,346884651
8986,The X Files,1998,66000000,189198313,123198313
8987,American History X,1998,20000000,23875127,3875127
8988,What Dreams May Come,1998,85000000,71485043,-13514957
8989,Enemy of the State,1998,90000000,250649836,160649836
8991,Deep Impact,1998,75000000,140464664,65464664
8992,Lost in Space,1998,80000000,136159423,56159423
8993,The Negotiator,1998,50000000,44547681,-5452319
8994,Meet Joe Black,1998,90000000,142940100,52940100
8995,Lethal Weapon 4,1998,140000000,285444603,145444603
8996,I Still Know What You Did Last Summer,1998,65000000,40002112,-24997888
8997,Godzilla,1998,130000000,379014294,249014294
8998,Practical Magic,1998,75000000,46683377,-28316623
8999,Sphere,1998,75000000,13100000,-61900000
9000,Six Days Seven Nights,1998,70000000,164000000,94000000
9001,Fear and Loathing in Las Vegas,1998,18500000,10680275,-7819725
9002,Shakespeare in Love,1998,25000000,289317794,264317794
9003,The Mask of Zorro,1998,95000000,250288523,155288523
9004,The Waterboy,1998,23000000,185991646,162991646
9005,A Perfect Murder,1998,60000000,128038368,68038368
9007,City of Angels,1998,55000000,198685114,143685114
9009,The Thin Red Line,1998,52000000,98126565,46126565
9011,Small Soldiers,1998,40000000,54682547,14682547
9012,Doctor Dolittle,1998,71000000,294456605,223456605
9013,Star Trek: Insurrection,1998,70000000,118000000,48000000
9014,You've Got Mail,1998,65000000,250821495,185821495
9015,U.S. Marshals,1998,60000000,102367405,42367405
9016,Elizabeth,1998,30000000,82150642,52150642
9017,Out of Sight,1998,48000000,77745568,29745568
9018,The Wedding Singer,1998,18000000,123306987,105306987
9020,EverAfter,1998,26000000,65705772,39705772
9021,Patch Adams,1998,50000000,202292902,152292902
9023,Urban Legend,1998,14000000,72527595,58527595
9025,Rounders,1998,12000000,22921898,10921898
9027,Disturbing Behavior,1998,15000000,17507368,2507368
9028,Babe: Pig in the City,1998,90000000,69131860,-20868140
9030,"Lock, Stock and Two Smoking Barrels",1998,1350000,3897569,2547569
9034,A Night at the Roxbury,1998,17000000,30331165,13331165
9035,The Horse Whisperer,1998,60000000,186883563,126883563
9038,Bride of Chucky,1998,25000000,50671850,25671850
9040,54,1998,13000000,16757163,3757163
9041,Great Expectations,1998,25000000,55494066,30494066
9043,The Siege,1998,70000000,116672912,46672912
9044,Snake Eyes,1998,73000000,103891409,30891409
9047,Sliding Doors,1998,6000000,58000000,52000000
9051,The Avengers,1998,60000000,48522832,-11477168
9054,Simon Birch,1998,20000000,18253415,-1746585
9055,The Big Hit,1998,13000000,27007143,14007143
9057,Blues Brothers 2000,1998,28000000,14051384,-13948616
9058,He Got Game,1998,25000000,21567853,-3432147
9059,Hard Rain,1998,70000000,19870567,-50129433
9060,A Civil Action,1998,70000000,56702901,-13297099
9063,Happiness,1998,3000000,2807390,-192610
9064,The Replacement Killers,1998,30000000,19204929,-10795071
9072,The Faculty,1998,15000000,40283321,25283321
9073,Playing by Heart,1998,20000000,3970078,-16029922
9083,Can't Hardly Wait,1998,10000000,25605015,15605015
9084,Halloween: H20,1998,17000000,55041738,38041738
9085,Psycho,1998,60000000,37141130,-22858870
9088,Deep Rising,1998,45000000,11203026,-33796974
9089,The Red Violin,1998,18000000,9495408,-8504592
9091,Very Bad Things,1998,30000000,9898412,-20101588
9092,Soldier,1998,75000000,14567883,-60432117
9094,The Opposite of Sex,1998,5000000,5879254,879254
9104,Bulworth,1998,30000000,29202884,-797116
9114,Buffalo '66,1998,1500000,2375097,875097
9115,Half Baked,1998,8000000,17460020,9460020
9118,Gods and Monsters,1998,10000000,6451628,-3548372
9119,Without Limits,1998,25000000,777423,-24222577
9121,Jane Austen's Mafia!,1998,10000000,19000000,9000000
9123,Zero Effect,1998,5000000,1980338,-3019662
9134,Edge of Seventeen,1998,1500000,870751,-629249
9141,Home Fries,1998,15000000,10443316,-4556684
9145,Strangeland,1998,1100000,631221,-468779
9147,The Object of My Affection,1998,15000000,46905889,31905889
9152,The Newton Boys,1998,27000000,76000000,49000000
9153,How Stella Got Her Groove Back,1998,20000000,37672350,17672350
9179,The Little Mermaid,1989,40000000,211343479,171343479
9180,Indiana Jones and the Last Crusade,1989,48000000,474171806,426171806
9181,When Harry Met Sally...,1989,16000000,92823546,76823546
9182,Batman,1989,35000000,411348924,376348924
9183,Back to the Future Part II,1989,40000000,332000000,292000000
9184,Dead Poets Society,1989,16400000,235860116,219460116
9185,Ghostbusters II,1989,37000000,215394738,178394738
9186,Licence to Kill,1989,32000000,156167015,124167015
9187,National Lampoon's Christmas Vacation,1989,27000000,71320000,44320000
9188,Glory,1989,18000000,26828365,8828365
9189,The Abyss,1989,70000000,90000098,20000098
9190,Lethal Weapon 2,1989,25000000,227853986,202853986
9191,Tango & Cash,1989,55000000,63408614,8408614
9192,Bill & Ted's Excellent Adventure,1989,10000000,40485039,30485039
9193,Look Who's Talking,1989,7500000,296000000,288500000
9194,"Honey, I Shrunk the Kids",1989,32000000,222724172,190724172
9195,Star Trek V: The Final Frontier,1989,30000000,70200000,40200000
9196,Kickboxer,1989,1500000,14697005,13197005
9197,A Nightmare on Elm Street 5: The Dream Child,1989,8000000,22168359,14168359
9198,Cyborg,1989,500000,10166459,9666459
9199,The 'Burbs,1989,18000000,36602000,18602000
9200,Pet Sematary,1989,11500000,57469467,45969467
9202,"See No Evil, Hear No Evil",1989,18000000,46908987,28908987
9203,Born on the Fourth of July,1989,14000000,161001698,147001698
9204,Uncle Buck,1989,15000000,79258538,64258538
9207,Major League,1989,11000000,49797148,38797148
9209,Weekend at Bernie's,1989,6500000,30218387,23718387
9211,K-9,1989,18598420,78247647,59649227
9212,Casualties of War,1989,22500000,18671317,-3828683
9218,Friday the 13th Part VIII: Jason Takes Manhattan,1989,5000000,14000000,9000000
9219,Always,1989,31000000,74134790,43134790
9222,Miracle Mile,1989,3000000,1145404,-1854596
9226,All Dogs Go to Heaven,1989,13800000,27100027,13300027
9228,Harlem Nights,1989,30000000,60864870,30864870
9229,Sea of Love,1989,19000000,110879513,91879513
9231,Dead Calm,1989,10000000,7825000,-2175000
9234,Shocker,1989,5000000,16554699,11554699
9236,Driving Miss Daisy,1989,7500000,145793296,138293296
9238,Crimes and Misdemeanors,1989,19000000,18254702,-745298
9239,Black Rain,1989,30000000,45892212,15892212
9247,My Left Foot: The Story of Christy Brown,1989,645180,14743391,14098211
9254,Do the Right Thing,1989,6500000,37295445,30795445
9264,Halloween 5: The Revenge of Michael Myers,1989,5000000,11642254,6642254
9267,Next of Kin,1989,12000000,15942628,3942628
9276,Road House,1989,15000000,30050028,15050028
9277,Fletch Lives,1989,8045760,35150960,27105200
9284,Three Fugitives,1989,15000000,40590000,25590000
9287,Valmont,1989,33000000,1132112,-31867888
9288,Drugstore Cowboy,1989,2500000,4729352,2229352
9289,The Wizard,1989,6000000,14278900,8278900
9303,Little Monsters,1989,7000000,793775,-6206225
9316,Beauty and the Beast,1991,25000000,377350553,352350553
9317,Terminator 2: Judgment Day,1991,100000000,520000000,420000000
9318,Hook,1991,70000000,300854823,230854823
9319,Robin Hood: Prince of Thieves,1991,48000000,390493908,342493908
9320,Highlander II: The Quickening,1991,30000000,15556340,-14443660
9321,Cape Fear,1991,35000000,182300000,147300000
9322,Star Trek VI: The Undiscovered Country,1991,27000000,96900000,69900000
9323,The Naked Gun 2Â½: The Smell of Fear,1991,23000000,86930411,63930411
9324,Point Break,1991,24000000,83531958,59531958
9326,Backdraft,1991,75000000,152368585,77368585
9327,The Addams Family,1991,30000000,191502426,161502426
9328,Hudson Hawk,1991,65000000,17218080,-47781920
9329,The Rocketeer,1991,42000000,62000000,20000000
9330,Thelma & Louise,1991,16000000,45361000,29361000
9331,The Doors,1991,38000000,34416893,-3583107
9333,Nothing but Trouble,1991,40000000,8479793,-31520207
9335,The Silence of the Lambs,1991,19000000,272742922,253742922
9336,Barton Fink,1991,9000000,6153939,-2846061
9339,Freddy's Dead: The Final Nightmare,1991,11000000,34872033,23872033
9341,The Last Boy Scout,1991,29000000,59509925,30509925
9342,JFK,1991,40000000,205405498,165405498
9343,Boyz n the Hood,1991,6500000,57504069,51004069
9344,Harley Davidson and the Marlboro Man,1991,23000000,7434726,-15565274
9345,Double Impact,1991,15000000,30102717,15102717
9347,What About Bob?,1991,35000000,63710000,28710000
9349,Child's Play 3,1991,13000000,20560255,7560255
9351,City Slickers,1991,26000000,124033791,98033791
9352,Hot Shots!,1991,26000000,181096164,155096164
9354,Return to the Blue Lagoon,1991,11000000,2807854,-8192146
9356,Fried Green Tomatoes,1991,11000000,119418501,108418501
9358,Showdown in Little Tokyo,1991,8000000,2275557,-5724443
9359,Sleeping with the Enemy,1991,19000000,174999005,155999005
9361,Rock-A-Doodle,1991,18000000,11657385,-6342615
9368,The Fisher King,1991,24000000,41895491,17895491
9371,Don't Tell Mom the Babysitter's Dead,1991,10000000,25196249,15196249
9372,Shadows and Fog,1991,14000000,2735731,-11264269
9373,Bugsy,1991,30000000,49114016,19114016
9374,Cool as Ice,1991,6000000,1193062,-4806938
9375,Out for Justice,1991,14000000,39673161,25673161
9380,The Prince of Tides,1991,30000000,74787599,44787599
9382,Jungle Fever,1991,14000000,32482682,18482682
9396,New Jack City,1991,8500000,47624253,39124253
9397,A Rage in Harlem,1991,8000000,10400000,2400000
9400,Oscar,1991,35000000,23562716,-11437284
9418,Mobsters,1991,23000000,20246790,-2753210
9426,Shattered,1991,22000000,11511031,-10488969
9427,White Fang,1991,14000000,34793160,20793160
9432,Dutch,1991,17000000,4603929,-12396071
9435,Mannequin Two: On the Move,1991,13000000,3752426,-9247574
9449,Die Hard,1988,28000000,140767956,112767956
9450,Big,1988,18000000,151668774,133668774
9451,The Naked Gun: From the Files of Police Squad!,1988,12000000,78756177,66756177
9452,License to Drive,1988,8000000,22433275,14433275
9453,Beetlejuice,1988,15000000,73326666,58326666
9454,Rain Man,1988,25000000,354825435,329825435
9455,Bloodsport,1988,1500000,11806119,10306119
9456,Coming to America,1988,39000000,288752301,249752301
9457,Rambo III,1988,63000000,189015611,126015611
9460,Twins,1988,15000000,216614388,201614388
9461,Who Framed Roger Rabbit,1988,70000000,329803958,259803958
9462,The Land Before Time,1988,12300000,84460846,72160846
9463,Cocktail,1988,20000000,171504781,151504781
9465,Child's Play,1988,9000000,44196684,35196684
9466,Willow,1988,35000000,57269863,22269863
9468,A Nightmare on Elm Street 4: The Dream Master,1988,7000000,72500000,65500000
9470,Bull Durham,1988,7000000,50888000,43888000
9471,Red Heat,1988,29000000,34994648,5994648
9472,A Fish Called Wanda,1988,7500000,62493712,54993712
9475,The Blob,1988,19000000,8247943,-10752057
9476,Cocoon: The Return,1988,17500000,25024919,7524919
9481,Mississippi Burning,1988,15000000,34604000,19604000
9483,Working Girl,1988,28000000,103173635,75173635
9484,They Live,1988,4000000,13008928,9008928
9485,Phantasm II,1988,3000000,7282851,4282851
9488,Halloween 4: The Return of Michael Myers,1988,5000000,17768757,12768757
9489,Action Jackson,1988,7000000,20256975,13256975
9490,Married to the Mob,1988,10000000,21486757,11486757
9492,Friday the 13th Part VII: The New Blood,1988,2800000,19170001,16370001
9494,Dangerous Liaisons,1988,14000000,34670720,20670720
9495,My Stepmother is an Alien,1988,20000000,13854000,-6146000
9496,Frantic,1988,20000000,17637950,-2362050
9503,Return of the Living Dead Part II,1988,6200000,9205924,3005924
9508,Poltergeist III,1988,10500000,14144000,3644000
9512,Midnight Run,1988,30000000,38413606,8413606
9514,Above the Law,1988,7500000,18869631,11369631
9515,The Last Temptation of Christ,1988,7000000,8373585,1373585
9524,The Great Outdoors,1988,24000000,43455230,19455230
9530,Dead Ringers,1988,13000000,8038508,-4961492
9532,Ernest Saves Christmas,1988,6000000,28202109,22202109
9535,Bad Dreams,1988,4000000,9797098,5797098
9540,Night of the Demons,1988,1200000,3109904,1909904
9542,Talk Radio,1988,4000000,3468572,-531428
9544,Earth Girls Are Easy,1988,10000000,3916303,-6083697
9554,Punchline,1988,15000000,21032267,6032267
9555,Critters 2,1988,4500000,3813293,-686707
9557,Monkey Shines,1988,7000000,5344577,-1655423
9564,Powaqqatsi,1988,2500000,589244,-1910756
9565,The Serpent and the Rainbow,1988,7000000,19595031,12595031
9568,Colors,1988,6000000,46616067,40616067
9569,Biloxi Blues,1988,20000000,51684798,31684798
9571,Vampire's Kiss,1988,2000000,725131,-1274869
9578,The Lair of the White Worm,1988,2500000,1189315,-1310685
9585,A Cry in the Dark,1988,15000000,6908797,-8091203
9587,Red Scorpion,1988,16000000,4192440,-11807560
9590,The New Adventures of Pippi Longstocking,1988,5000000,3569939,-1430061
9594,Predator,1987,18000000,98235548,80235548
